营业日	门店名称	区域	桌台号	订单号	商品编码	商品名称	套餐子菜	单价	数量	单位	惠前金额	单商品优惠	惠后金额	商品中类	商品大类
2017-12-30	五村牛肉粉(遵义中华路店)			101171230120205075820739			红烧牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230120305975820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230120305975820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230120602311820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230120602311820739			原汤牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230120803154820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230120803154820739			红烧牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230120849856820739	SKU0027	环卫工免单（干拌粉）		0	1	碗	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230120942755820739	SKU0027	环卫工免单（干拌粉）		0	1	碗	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230121344272820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230121344272820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230121510199820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230122230684820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230122250470820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230122250470820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230122405316820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230122541175820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230122753784820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230123652744820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230123723547820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230123723547820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230123811407820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230123811407820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230123927055820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230123927055820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230124010437820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230124224637820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230124449257820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230124449257820739			红烧牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230124521190820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230124535332820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230124535332820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)	大厅区	桌台1	302171230125646000003	SKU0008	五村特色蒸饭		12	1	份	12	0.6	11.4	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230125003696820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230125003696820739			干拌牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230125908525820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230125908525820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230125908525820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230125908525820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230130000024820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230130000024820739			原汤牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230130000024820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230130000024820739			原汤牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230130000024820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230130000024820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			302171230130134000004	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230130126384820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230130126384820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230130452361820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230130718354820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230131148846820739	SKU0027	环卫工免单（干拌粉）		0	1	碗	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)	大厅区	桌台1	302171230132122000005	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230131234997820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230132209436820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230132209436820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230133440666820739	SKU0022	爱心粉买单		5	1	份	5	0	5	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230134329793820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230134640070820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230134640070820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			302171230135459000006	SKU0027	环卫工免单（干拌粉）		0	1	碗	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230134903187820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0.8	7.2	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230135636833820739	SKU0027	环卫工免单（干拌粉）		0	1	碗	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230142626230820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230142626230820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230142659818820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230143601674820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230143650529820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230143650529820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230143804807820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230143804807820739			干拌牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230143958571820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230144616925820739	SKU0022	爱心粉买单		5	1	份	5	0	5	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230144616925820739	SKU0022	爱心粉买单		5	1	份	5	0	5	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230144835587820739	SKU0022	爱心粉买单		5	1	份	5	0	5	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230144835587820739	SKU0022	爱心粉买单		5	1	份	5	0	5	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230145415250820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230145415250820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230145632580820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230150247477820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230150808329820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230152334943820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230152334943820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230152543796820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230152543796820739			干拌牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230152543796820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230154304570820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230154304570820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230160040818820739	SKU0009	五村特色牛肉蒸笼		18	1	份	18	0	18	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230160156186820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230161905787820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230161931968820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230162726081820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230164154162820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230164301021820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230164721793820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230165109611820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230165935957820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230165935957820739			原汤牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230170145270820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230170746528820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230170746528820739			原汤牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230170746528820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230170808649820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230170808649820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			302171230171051000007	SKU0013	干拌牛肉粉/面		8	2	份	16	1	15	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			302171230171051000007			干拌牛肉粉/面	0	2	?	0	1	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230171000194820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230172406213820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230172406213820739			干拌牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230173936979820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230173936979820739			干拌牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230173945819820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230173945819820739	SKU0004	加杂		4	1	份	4	0	4	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230174334522820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230174334522820739			干拌牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230174718309820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230174718309820739	SKU0007	五村特色牛肉盖饭		12	-1	份	-12	0	-12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230175817143820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230180058355820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230180134184820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230180830657820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230180830657820739			干拌牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230181318871820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230181338506820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230181429392820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230181429392820739			原汤牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230181822772820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230182213532820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230182213532820739	SKU0021	面		0	1	份	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230182658404820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230182923019820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230183316861820739	SKU0018	干米皮		0	1	份	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230183316861820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230183904213820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230183919375820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230183919375820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230184024691820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230184241323820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230184241323820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230184313256820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230184313256820739			干拌牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230184658001820739	SKU0018	干米皮		0	1	份	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230184658001820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230184658001820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230185745863820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230185745863820739	SKU0018	干米皮		0	1	份	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230185920987820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230190958659820739	SKU0021	面		0	1	份	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230190958659820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230192617610820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230193151874820739	SKU0009	五村特色牛肉蒸笼		18	1	份	18	0	18	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230193511652820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230193511652820739			红烧牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230194252707820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230194500992820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230194500992820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230194500992820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230194500992820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230194500992820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230194500992820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230194500992820739			红烧牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230194500992820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230201132907820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230201132907820739	SKU0021	面		0	1	份	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230202148845820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230202233091820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230202246697820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230203424546820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230203424546820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230203424546820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230203916957820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230204003234820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230204608284820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230205154538820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230205154538820739			干拌牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230205154538820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230205154538820739			红烧牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230205154538820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230205154538820739			红烧牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230211347948820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230211446169820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230211446169820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230213050638820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230213050638820739			红烧牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230214519918820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230214519918820739			干拌牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230215327824820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230215327824820739			干拌牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230215720088820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230215720088820739			原汤牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230215839865820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230215839865820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230220304056820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230220304056820739			干拌牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230220314600820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0.8	7.2	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230220314600820739			红烧牛肉粉/面	0	1	?	0	0.8	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230221654574820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230221654574820739			红烧牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230221722920820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230221722920820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230223829559820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230224030585820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230224100337820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-30	五村牛肉粉(遵义中华路店)			101171230224100337820739			干拌牛肉粉/面	0	1	?	0	0	0		
2017-12-30	五村牛肉粉(遵义中华路店)			101171230224317969820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
